# Lambda phage dsDNA (48.5 kb)
# Buffer conditions: 500 mM NaCl, 10 mM Tris-HCl (pH 7.6)
# Bead diameter (um): 3.05
# Original file: 20130903-133004 050Mg 500NaCl #001-001
# Original file ID: F63FE83C-F34E-47A6-8137-5F22A6D5C57B
Bead-to-bead distance (um),Force (pN)
22.438,68.975
22.44,68.535
22.458,68.506
22.461,68.632
22.475,68.517
22.476,68.691
22.494,68.571
22.507,68.748
22.515,68.599
22.518,68.781
22.538,68.633
22.537,68.74
22.553,68.687
22.555,68.794
22.572,68.735
22.572,68.487
22.571,68.841
22.584,69.075
22.59,69.075
22.603,68.879
22.614,68.937
22.631,68.934
22.634,68.533
22.646,68.602
22.651,68.905
22.663,68.877
22.662,68.813
22.665,69.305
22.68,69.045
22.695,69.105
22.7,69.216
22.713,68.892
22.719,68.736
22.718,68.918
22.724,69.129
22.738,68.672
22.738,68.676
22.757,69.169
22.758,69.147
22.77,68.973
22.788,69.056
22.793,69.105
22.805,69.181
22.813,69.513
22.819,69.283
22.828,69.327
22.834,69.349
22.847,69.149
22.846,69.153
22.846,68.962
22.863,69.023
22.881,69.391
22.887,69.121
22.897,69.207
22.905,68.983
22.914,69.062
22.923,68.979
22.931,68.92
22.944,68.744
22.944,68.513
22.949,69.064
22.965,69.207
22.982,69.297
22.979,68.98
22.979,69.102
22.994,69.284
22.996,69.092
23.009,69.026
23.017,69.302
23.027,68.854
23.037,68.828
23.056,69.348
23.056,69.309
23.074,68.941
23.076,69.073
23.093,69.409
23.096,68.998
23.107,69.092
23.112,68.87
23.111,69.138
23.116,69.263
23.13,69.615
23.131,69.289
23.149,69.179
23.17,69.147
23.17,69.245
23.185,69.185
23.19,68.89
23.188,68.968
23.2,69.015
23.215,69.481
23.226,69.345
23.23,69.026
23.245,69.167
23.244,69.373
23.244,69.261
23.245,69.002
23.258,69.263
23.266,69.366
23.275,69.432
23.29,69.264
23.299,69.102
23.308,69.494
23.319,69.002
23.321,68.948
23.339,69.051
23.34,69.117
23.359,69.172
23.359,69.057
23.373,69.217
23.375,69.073
23.376,69.062
23.386,69.303
23.393,69.428
23.4,69.195
23.415,69.079
23.431,69.353
23.431,69.359
23.434,69.412
23.45,68.957
23.466,69.178
23.471,69.069
23.484,69.207
23.487,69.092
23.488,69.35
23.501,69.139
23.505,69.063
23.514,69.155
23.523,69.35
23.527,69.306
23.545,69.232
23.561,69.16
23.561,68.885
23.578,68.93
23.582,69.488
23.595,69.305
23.596,69.218
23.608,69.01
23.615,69.046
23.626,68.856
23.638,69.534
23.638,69.366
23.64,69.328
23.654,69.166
23.654,69.305
23.672,69.223
23.68,69.009
23.689,69.066
23.697,69.292
23.71,69.246
